case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp
case_62,Analyze Request for Quotation,Karel de Groot,2025-08-23 19:28:48.935471,2025-08-24 06:56:48.935471,2025-08-24 07:05:48.935471
case_63,Amend Request for Quotation Requester,Alberto Duport,2025-08-24 05:09:48.935471,2025-08-24 07:06:48.935471,2025-08-24 07:09:48.935471
case_57,Choose best option,Nico Ojenbeer,2025-08-24 07:02:48.935471,2025-08-24 07:49:48.935471,2025-08-24 07:49:48.935471
case_13,Send invoice,Esmeralda Clay,2025-08-23 23:14:48.935471,2025-08-24 09:28:48.935471,2025-08-24 09:28:48.935471
case_13,Release Supplier's Invoice,Karalda Nimwada,2025-08-24 09:28:48.935471,2025-08-24 10:16:48.935471,2025-08-24 10:20:48.935471
case_19,Approve Purchase Order for payment,Francois de Perrier,2025-08-24 01:00:48.935471,2025-08-24 10:23:48.935471,2025-08-24 10:23:48.935471
case_13,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-24 10:20:48.935471,2025-08-24 10:32:48.935471,2025-08-24 10:32:48.935471
case_13,Pay invoice,Karalda Nimwada,2025-08-24 10:32:48.935471,2025-08-24 10:39:48.935471,2025-08-24 10:46:48.935471
case_53,Create Purchase Order,Magdalena Predutta,2025-08-24 09:27:48.935471,2025-08-24 10:44:48.935471,2025-08-24 10:52:48.935471
case_62,Amend Request for Quotation Requester,Christian Francois,2025-08-24 07:05:48.935471,2025-08-24 11:13:48.935471,2025-08-24 11:23:48.935471
case_63,Analyze Request for Quotation,Magdalena Predutta,2025-08-24 07:09:48.935471,2025-08-24 13:56:48.935471,2025-08-24 14:16:48.935471
case_44,Settle dispute with supplier Purchasing Agent,Karel de Groot,2025-08-24 02:33:48.935471,2025-08-24 14:07:48.935471,2025-08-24 23:27:48.935471
case_49,Analyze Request for Quotation,Karel de Groot,2025-08-21 06:29:48.935471,2025-08-24 14:29:48.935471,2025-08-24 14:37:48.935471
case_63,Amend Request for Quotation Requester,Kim Passa,2025-08-24 14:16:48.935471,2025-08-24 16:56:48.935471,2025-08-24 19:02:48.935471
case_64,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-23 22:39:48.935471,2025-08-24 17:34:48.935471,2025-08-24 17:36:48.935471
case_65,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-24 06:12:48.935471,2025-08-24 19:22:48.935471,2025-08-24 19:31:48.935471
case_66,Create Purchase Requisition,Anne Olwada,2025-08-24 20:04:48.935471,2025-08-24 20:04:48.935471,2025-08-24 20:39:48.935471
case_60,Analyze Request for Quotation,Magdalena Predutta,2025-08-23 22:15:48.935471,2025-08-24 20:56:48.935471,2025-08-24 21:11:48.935471
case_52,Create Purchase Order,Magdalena Predutta,2025-08-24 13:12:48.935471,2025-08-24 22:04:48.935471,2025-08-24 22:12:48.935471
case_66,Create Request for Quotation Requester,Kim Passa,2025-08-24 20:39:48.935471,2025-08-24 23:52:48.935471,2025-08-25 00:00:48.935471
case_60,Amend Request for Quotation Requester,Miu Hanwan,2025-08-24 21:11:48.935471,2025-08-25 00:39:48.935471,2025-08-25 00:51:48.935471
case_65,Create Request for Quotation Requester,Christian Francois,2025-08-24 19:31:48.935471,2025-08-25 00:47:48.935471,2025-08-25 00:56:48.935471
case_65,Analyze Request for Quotation,Magdalena Predutta,2025-08-25 00:56:48.935471,2025-08-25 03:41:48.935471,2025-08-25 03:53:48.935471
case_44,Release Purchase Order,Tesca Lobes,2025-08-24 23:27:48.935471,2025-08-25 05:08:48.935471,2025-08-25 05:08:48.935471
case_55,Confirm Purchase Order,Esmeralda Clay,2025-08-23 12:55:48.935471,2025-08-25 07:14:48.935471,2025-08-25 07:25:48.935471
case_54,Approve Purchase Order for payment,Karel de Groot,2025-08-24 05:47:48.935471,2025-08-25 09:23:48.935471,2025-08-25 09:23:48.935471
case_34,Approve Purchase Order for payment,Francois de Perrier,2025-08-23 17:21:48.935471,2025-08-25 10:47:48.935471,2025-08-25 10:47:48.935471
case_65,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-25 03:53:48.935471,2025-08-25 10:52:48.935471,2025-08-25 11:15:48.935471
case_44,Approve Purchase Order for payment,Magdalena Predutta,2025-08-25 05:08:48.935471,2025-08-25 10:54:48.935471,2025-08-25 10:54:48.935471
case_64,Analyze Request for Quotation,Francois de Perrier,2025-08-24 17:36:48.935471,2025-08-25 11:35:48.935471,2025-08-25 11:48:48.935471
case_33,Release Purchase Order,Anne Olwada,2025-08-25 09:34:48.935471,2025-08-25 11:43:48.935471,2025-08-25 11:43:48.935471
case_62,Analyze Request for Quotation,Magdalena Predutta,2025-08-24 11:23:48.935471,2025-08-25 11:45:48.935471,2025-08-25 11:57:48.935471
case_62,Amend Request for Quotation Requester,Esmana Liubiata,2025-08-25 11:57:48.935471,2025-08-25 11:57:48.935471,2025-08-25 12:16:48.935471
case_55,Deliver Goods Services,Carmen Finacse,2025-08-25 07:25:48.935471,2025-08-25 12:02:48.935471,2025-08-25 18:56:48.935471
case_65,Create Quotation comparison Map,Francois de Perrier,2025-08-25 11:15:48.935471,2025-08-25 13:05:48.935471,2025-08-25 14:57:48.935471
case_33,Approve Purchase Order for payment,Francois de Perrier,2025-08-25 11:43:48.935471,2025-08-25 13:50:48.935471,2025-08-25 13:50:48.935471
case_41,Confirm Purchase Order,Carmen Finacse,2025-08-23 10:08:48.935471,2025-08-25 14:21:48.935471,2025-08-25 14:36:48.935471
case_67,Create Purchase Requisition,Miu Hanwan,2025-08-25 16:29:48.935471,2025-08-25 16:29:48.935471,2025-08-25 16:48:48.935471
case_62,Analyze Request for Quotation,Francois de Perrier,2025-08-25 12:16:48.935471,2025-08-25 16:41:48.935471,2025-08-25 16:46:48.935471
case_12,Approve Purchase Order for payment,Karel de Groot,2025-08-24 02:31:48.935471,2025-08-25 16:52:48.935471,2025-08-25 16:52:48.935471
case_62,Amend Request for Quotation Requester,Alberto Duport,2025-08-25 16:46:48.935471,2025-08-25 17:03:48.935471,2025-08-25 17:13:48.935471
case_60,Analyze Request for Quotation,Magdalena Predutta,2025-08-25 00:51:48.935471,2025-08-25 20:34:48.935471,2025-08-25 20:59:48.935471
case_57,Settle conditions with supplier,Magdalena Predutta,2025-08-24 07:49:48.935471,2025-08-25 21:23:48.935471,2025-08-26 14:08:48.935471
case_55,Release Purchase Order,Anne Olwada,2025-08-25 18:56:48.935471,2025-08-25 21:24:48.935471,2025-08-25 21:24:48.935471
case_51,Deliver Goods Services,Carmen Finacse,2025-08-23 17:10:48.935471,2025-08-25 22:43:48.935471,2025-08-26 16:57:48.935471
case_65,Analyze Quotation comparison Map,Tesca Lobes,2025-08-25 14:57:48.935471,2025-08-25 22:45:48.935471,2025-08-25 23:17:48.935471
case_19,Send invoice,Esmeralda Clay,2025-08-24 10:23:48.935471,2025-08-25 23:09:48.935471,2025-08-25 23:09:48.935471
case_60,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-25 20:59:48.935471,2025-08-26 00:24:48.935471,2025-08-26 00:57:48.935471
case_19,Release Supplier's Invoice,Pedro Alvares,2025-08-25 23:09:48.935471,2025-08-26 01:20:48.935471,2025-08-26 01:23:48.935471
case_65,Choose best option,Tesca Lobes,2025-08-25 23:17:48.935471,2025-08-26 02:42:48.935471,2025-08-26 02:42:48.935471
case_38,Send invoice,Esmeralda Clay,2025-08-24 06:36:48.935471,2025-08-26 02:55:48.935471,2025-08-26 02:55:48.935471
case_19,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-26 01:23:48.935471,2025-08-26 04:32:48.935471,2025-08-26 04:32:48.935471
case_65,Settle conditions with supplier,Francois de Perrier,2025-08-26 02:42:48.935471,2025-08-26 04:49:48.935471,2025-08-26 17:31:48.935471
case_19,Pay invoice,Pedro Alvares,2025-08-26 04:32:48.935471,2025-08-26 05:21:48.935471,2025-08-26 05:28:48.935471
case_55,Approve Purchase Order for payment,Magdalena Predutta,2025-08-25 21:24:48.935471,2025-08-26 05:34:48.935471,2025-08-26 05:34:48.935471
case_60,Create Quotation comparison Map,Karel de Groot,2025-08-26 00:57:48.935471,2025-08-26 05:48:48.935471,2025-08-26 07:32:48.935471
case_67,Analyze Purchase Requisition,Francis Odell,2025-08-25 16:48:48.935471,2025-08-26 07:04:48.935471,2025-08-26 07:09:48.935471
case_67,Analyze Purchase Requisition,Maris Freeman,2025-08-26 07:09:48.935471,2025-08-26 07:37:48.935471,2025-08-26 07:41:48.935471
case_38,Release Supplier's Invoice,Karalda Nimwada,2025-08-26 02:55:48.935471,2025-08-26 07:53:48.935471,2025-08-26 07:54:48.935471
case_62,Analyze Request for Quotation,Francois de Perrier,2025-08-25 17:13:48.935471,2025-08-26 08:35:48.935471,2025-08-26 08:52:48.935471
case_54,Send invoice,Kiu Kan,2025-08-25 09:23:48.935471,2025-08-26 11:04:48.935471,2025-08-26 11:04:48.935471
case_64,Send Request for Quotation to Supplier,Magdalena Predutta,2025-08-25 11:48:48.935471,2025-08-26 14:27:48.935471,2025-08-26 14:46:48.935471
case_68,Create Purchase Requisition,Miu Hanwan,2025-08-26 14:32:48.935471,2025-08-26 14:32:48.935471,2025-08-26 15:00:48.935471
case_60,Analyze Quotation comparison Map,Immanuel Karagianni,2025-08-26 07:32:48.935471,2025-08-26 15:05:48.935471,2025-08-26 15:43:48.935471
case_54,Release Supplier's Invoice,Pedro Alvares,2025-08-26 11:04:48.935471,2025-08-26 15:19:48.935471,2025-08-26 15:25:48.935471
case_34,Send invoice,Karen Clarens,2025-08-25 10:47:48.935471,2025-08-26 15:34:48.935471,2025-08-26 15:34:48.935471
case_54,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-26 15:25:48.935471,2025-08-26 15:47:48.935471,2025-08-26 15:47:48.935471
case_38,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-26 07:54:48.935471,2025-08-26 15:56:48.935471,2025-08-26 15:56:48.935471
case_34,Release Supplier's Invoice,Karalda Nimwada,2025-08-26 15:34:48.935471,2025-08-26 16:38:48.935471,2025-08-26 16:42:48.935471
case_38,Pay invoice,Karalda Nimwada,2025-08-26 15:56:48.935471,2025-08-26 16:46:48.935471,2025-08-26 16:52:48.935471
case_69,Create Purchase Requisition,Alberto Duport,2025-08-26 16:48:48.935471,2025-08-26 16:48:48.935471,2025-08-26 18:14:48.935471
case_60,Choose best option,Penn Osterwalder,2025-08-26 15:43:48.935471,2025-08-26 16:49:48.935471,2025-08-26 16:49:48.935471
case_67,Create Request for Quotation Requester Manager,Francis Odell,2025-08-26 07:41:48.935471,2025-08-26 17:30:48.935471,2025-08-26 17:30:48.935471
case_66,Analyze Request for Quotation,Francois de Perrier,2025-08-25 00:00:48.935471,2025-08-26 18:26:48.935471,2025-08-26 19:00:48.935471
case_25,Release Purchase Order,Fjodor Kowalski,2025-08-25 22:15:48.935471,2025-08-26 18:59:48.935471,2025-08-26 18:59:48.935471
case_66,Amend Request for Quotation Requester,Christian Francois,2025-08-26 19:00:48.935471,2025-08-26 19:07:48.935471,2025-08-26 19:14:48.935471
case_62,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-26 08:52:48.935471,2025-08-26 19:09:48.935471,2025-08-26 19:32:48.935471
case_34,Settle dispute with supplier Financial Manager,Karalda Nimwada,2025-08-26 16:42:48.935471,2025-08-26 19:31:48.935471,2025-08-26 19:57:48.935471
case_25,Approve Purchase Order for payment,Karel de Groot,2025-08-26 18:59:48.935471,2025-08-26 19:46:48.935471,2025-08-26 19:46:48.935471
case_65,Create Purchase Order,Karel de Groot,2025-08-26 17:31:48.935471,2025-08-26 20:13:48.935471,2025-08-26 20:23:48.935471
case_34,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-26 19:57:48.935471,2025-08-26 20:34:48.935471,2025-08-26 20:34:48.935471
case_64,Create Quotation comparison Map,Francois de Perrier,2025-08-26 14:46:48.935471,2025-08-26 21:01:48.935471,2025-08-26 21:56:48.935471
case_51,Release Purchase Order,Tesca Lobes,2025-08-26 16:57:48.935471,2025-08-26 21:47:48.935471,2025-08-26 21:47:48.935471
case_69,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-26 18:14:48.935471,2025-08-26 21:51:48.935471,2025-08-26 21:56:48.935471
case_34,Pay invoice,Pedro Alvares,2025-08-26 20:34:48.935471,2025-08-26 22:12:48.935471,2025-08-26 22:20:48.935471
case_70,Create Purchase Requisition,Anne Olwada,2025-08-26 22:28:48.935471,2025-08-26 22:28:48.935471,2025-08-26 23:20:48.935471
case_54,Pay invoice,Karalda Nimwada,2025-08-26 15:47:48.935471,2025-08-26 22:42:48.935471,2025-08-26 22:50:48.935471
case_15,Approve Purchase Order for payment,Francois de Perrier,2025-08-18 19:22:48.935471,2025-08-26 22:49:48.935471,2025-08-26 22:49:48.935471
case_67,Analyze Request for Quotation,Karel de Groot,2025-08-26 17:30:48.935471,2025-08-26 22:59:48.935471,2025-08-26 23:00:48.935471
case_67,Amend Request for Quotation Requester,Immanuel Karagianni,2025-08-26 23:00:48.935471,2025-08-26 23:35:48.935471,2025-08-26 23:49:48.935471
case_51,Approve Purchase Order for payment,Karel de Groot,2025-08-26 21:47:48.935471,2025-08-27 00:02:48.935471,2025-08-27 00:02:48.935471
case_64,Analyze Quotation comparison Map,Nico Ojenbeer,2025-08-26 21:56:48.935471,2025-08-27 00:46:48.935471,2025-08-27 02:02:48.935471
case_69,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-26 21:56:48.935471,2025-08-27 00:58:48.935471,2025-08-27 00:58:48.935471
case_69,Analyze Request for Quotation,Karel de Groot,2025-08-27 00:58:48.935471,2025-08-27 00:59:48.935471,2025-08-27 01:12:48.935471
case_69,Amend Request for Quotation Requester,Immanuel Karagianni,2025-08-27 01:12:48.935471,2025-08-27 01:38:48.935471,2025-08-27 01:51:48.935471
case_60,Settle conditions with supplier,Magdalena Predutta,2025-08-26 16:49:48.935471,2025-08-27 01:47:48.935471,2025-08-27 13:07:48.935471
case_71,Create Purchase Requisition,Fjodor Kowalski,2025-08-27 01:56:48.935471,2025-08-27 01:56:48.935471,2025-08-27 02:23:48.935471
case_46,Deliver Goods Services,Carmen Finacse,2025-08-23 22:14:48.935471,2025-08-27 02:16:48.935471,2025-08-27 16:13:48.935471
case_69,Analyze Request for Quotation,Karel de Groot,2025-08-27 01:51:48.935471,2025-08-27 02:38:48.935471,2025-08-27 02:42:48.935471
case_67,Analyze Request for Quotation,Francois de Perrier,2025-08-26 23:49:48.935471,2025-08-27 02:53:48.935471,2025-08-27 03:14:48.935471
case_72,Create Purchase Requisition,Tesca Lobes,2025-08-27 02:59:48.935471,2025-08-27 02:59:48.935471,2025-08-27 05:42:48.935471
case_64,Choose best option,Esmana Liubiata,2025-08-27 02:02:48.935471,2025-08-27 03:47:48.935471,2025-08-27 03:47:48.935471
case_48,Settle conditions with supplier,Francois de Perrier,2025-08-19 08:22:48.935471,2025-08-27 03:56:48.935471,2025-08-27 09:43:48.935471
case_73,Create Purchase Requisition,Anne Olwada,2025-08-27 04:00:48.935471,2025-08-27 04:00:48.935471,2025-08-27 05:06:48.935471
case_73,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-27 05:06:48.935471,2025-08-27 05:35:48.935471,2025-08-27 05:41:48.935471
case_69,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-27 02:42:48.935471,2025-08-27 06:07:48.935471,2025-08-27 06:21:48.935471
case_74,Create Purchase Requisition,Christian Francois,2025-08-27 07:06:48.935471,2025-08-27 07:06:48.935471,2025-08-27 08:08:48.935471
case_69,Create Quotation comparison Map,Magdalena Predutta,2025-08-27 06:21:48.935471,2025-08-27 07:38:48.935471,2025-08-27 10:16:48.935471
case_75,Create Purchase Requisition,Esmana Liubiata,2025-08-27 07:41:48.935471,2025-08-27 07:41:48.935471,2025-08-27 07:42:48.935471
case_68,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-26 15:00:48.935471,2025-08-27 08:35:48.935471,2025-08-27 08:38:48.935471
case_73,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-27 05:41:48.935471,2025-08-27 09:39:48.935471,2025-08-27 09:41:48.935471
case_68,Create Request for Quotation Requester,Nico Ojenbeer,2025-08-27 08:38:48.935471,2025-08-27 10:16:48.935471,2025-08-27 10:20:48.935471
case_71,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-27 02:23:48.935471,2025-08-27 10:39:48.935471,2025-08-27 10:39:48.935471
case_72,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-27 05:42:48.935471,2025-08-27 10:55:48.935471,2025-08-27 10:56:48.935471
case_72,Create Request for Quotation Requester,Kim Passa,2025-08-27 10:56:48.935471,2025-08-27 11:01:48.935471,2025-08-27 11:02:48.935471
case_72,Analyze Request for Quotation,Magdalena Predutta,2025-08-27 11:02:48.935471,2025-08-27 11:32:48.935471,2025-08-27 11:48:48.935471
case_75,Analyze Purchase Requisition,Francis Odell,2025-08-27 07:42:48.935471,2025-08-27 11:38:48.935471,2025-08-27 11:50:48.935471
case_75,Create Request for Quotation Requester,Miu Hanwan,2025-08-27 11:50:48.935471,2025-08-27 12:23:48.935471,2025-08-27 12:30:48.935471
case_67,Send Request for Quotation to Supplier,Karel de Groot,2025-08-27 03:14:48.935471,2025-08-27 12:23:48.935471,2025-08-27 12:38:48.935471
case_69,Analyze Quotation comparison Map,Immanuel Karagianni,2025-08-27 10:16:48.935471,2025-08-27 12:33:48.935471,2025-08-27 12:48:48.935471
case_70,Analyze Purchase Requisition,Maris Freeman,2025-08-26 23:20:48.935471,2025-08-27 12:51:48.935471,2025-08-27 12:55:48.935471
case_25,Send invoice,Karen Clarens,2025-08-26 19:46:48.935471,2025-08-27 13:01:48.935471,2025-08-27 13:01:48.935471
case_55,Send invoice,Kiu Kan,2025-08-26 05:34:48.935471,2025-08-27 15:18:48.935471,2025-08-27 15:18:48.935471
case_69,Choose best option,Fjodor Kowalski,2025-08-27 12:48:48.935471,2025-08-27 15:28:48.935471,2025-08-27 15:28:48.935471
case_41,Deliver Goods Services,Kiu Kan,2025-08-25 14:36:48.935471,2025-08-27 15:55:48.935471,2025-08-28 16:24:48.935471
case_55,Release Supplier's Invoice,Karalda Nimwada,2025-08-27 15:18:48.935471,2025-08-27 16:28:48.935471,2025-08-27 16:29:48.935471
case_69,Settle conditions with supplier,Karel de Groot,2025-08-27 15:28:48.935471,2025-08-27 16:28:48.935471,2025-08-27 22:36:48.935471
case_55,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-27 16:29:48.935471,2025-08-27 16:30:48.935471,2025-08-27 16:30:48.935471
case_72,Send Request for Quotation to Supplier,Magdalena Predutta,2025-08-27 11:48:48.935471,2025-08-27 16:50:48.935471,2025-08-27 17:21:48.935471
case_15,Send invoice,Karen Clarens,2025-08-26 22:49:48.935471,2025-08-27 17:12:48.935471,2025-08-27 17:12:48.935471
case_55,Pay invoice,Pedro Alvares,2025-08-27 16:30:48.935471,2025-08-27 17:44:48.935471,2025-08-27 17:45:48.935471
case_46,Release Purchase Order,Miu Hanwan,2025-08-27 16:13:48.935471,2025-08-27 17:45:48.935471,2025-08-27 17:45:48.935471
case_57,Create Purchase Order,Francois de Perrier,2025-08-26 14:08:48.935471,2025-08-27 18:33:48.935471,2025-08-27 18:40:48.935471
case_15,Release Supplier's Invoice,Karalda Nimwada,2025-08-27 17:12:48.935471,2025-08-27 19:22:48.935471,2025-08-27 19:26:48.935471
case_72,Create Quotation comparison Map,Francois de Perrier,2025-08-27 17:21:48.935471,2025-08-27 19:28:48.935471,2025-08-28 00:06:48.935471
case_33,Send invoice,Kiu Kan,2025-08-25 13:50:48.935471,2025-08-27 19:44:48.935471,2025-08-27 19:44:48.935471
case_47,Confirm Purchase Order,Carmen Finacse,2025-08-20 03:25:48.935471,2025-08-27 20:40:48.935471,2025-08-28 01:07:48.935471
case_12,Send invoice,Esmeralda Clay,2025-08-25 16:52:48.935471,2025-08-27 22:26:48.935471,2025-08-27 22:26:48.935471
case_33,Release Supplier's Invoice,Pedro Alvares,2025-08-27 19:44:48.935471,2025-08-27 23:20:48.935471,2025-08-27 23:25:48.935471
case_76,Create Purchase Requisition,Esmana Liubiata,2025-08-27 23:35:48.935471,2025-08-27 23:35:48.935471,2025-08-27 23:51:48.935471
case_12,Release Supplier's Invoice,Karalda Nimwada,2025-08-27 22:26:48.935471,2025-08-27 23:40:48.935471,2025-08-27 23:45:48.935471
case_51,Send invoice,Sean Manney,2025-08-27 00:02:48.935471,2025-08-28 00:01:48.935471,2025-08-28 00:01:48.935471
case_73,Analyze Request for Quotation,Francois de Perrier,2025-08-27 09:41:48.935471,2025-08-28 00:07:48.935471,2025-08-28 00:42:48.935471
case_15,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-27 19:26:48.935471,2025-08-28 00:24:48.935471,2025-08-28 00:24:48.935471
case_15,Pay invoice,Karalda Nimwada,2025-08-28 00:24:48.935471,2025-08-28 00:46:48.935471,2025-08-28 00:56:48.935471
case_25,Release Supplier's Invoice,Karalda Nimwada,2025-08-27 13:01:48.935471,2025-08-28 00:55:48.935471,2025-08-28 00:59:48.935471
case_76,Create Request for Quotation Requester,Nico Ojenbeer,2025-08-27 23:51:48.935471,2025-08-28 00:55:48.935471,2025-08-28 01:05:48.935471
case_72,Analyze Quotation comparison Map,Kim Passa,2025-08-28 00:06:48.935471,2025-08-28 00:58:48.935471,2025-08-28 01:12:48.935471
case_77,Create Purchase Requisition,Miu Hanwan,2025-08-28 00:59:48.935471,2025-08-28 00:59:48.935471,2025-08-28 02:17:48.935471
case_71,Analyze Request for Quotation,Francois de Perrier,2025-08-27 10:39:48.935471,2025-08-28 01:13:48.935471,2025-08-28 01:41:48.935471
case_70,Create Request for Quotation Requester Manager,Maris Freeman,2025-08-27 12:55:48.935471,2025-08-28 01:25:48.935471,2025-08-28 01:26:48.935471
case_33,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-27 23:25:48.935471,2025-08-28 01:26:48.935471,2025-08-28 01:26:48.935471
case_74,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-27 08:08:48.935471,2025-08-28 01:32:48.935471,2025-08-28 01:33:48.935471
case_51,Release Supplier's Invoice,Pedro Alvares,2025-08-28 00:01:48.935471,2025-08-28 01:42:48.935471,2025-08-28 01:46:48.935471
case_33,Pay invoice,Pedro Alvares,2025-08-28 01:26:48.935471,2025-08-28 01:42:48.935471,2025-08-28 01:52:48.935471
case_70,Analyze Request for Quotation,Karel de Groot,2025-08-28 01:26:48.935471,2025-08-28 02:11:48.935471,2025-08-28 02:39:48.935471
case_73,Amend Request for Quotation Requester,Esmana Liubiata,2025-08-28 00:42:48.935471,2025-08-28 02:12:48.935471,2025-08-28 02:23:48.935471
case_51,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-28 01:46:48.935471,2025-08-28 02:14:48.935471,2025-08-28 02:14:48.935471
case_72,Choose best option,Immanuel Karagianni,2025-08-28 01:12:48.935471,2025-08-28 02:21:48.935471,2025-08-28 02:21:48.935471
case_77,Analyze Purchase Requisition,Heinz Gutschmidt,2025-08-28 02:17:48.935471,2025-08-28 02:31:48.935471,2025-08-28 02:33:48.935471
case_76,Analyze Request for Quotation,Francois de Perrier,2025-08-28 01:05:48.935471,2025-08-28 02:46:48.935471,2025-08-28 03:12:48.935471
case_69,Create Purchase Order,Karel de Groot,2025-08-27 22:36:48.935471,2025-08-28 03:30:48.935471,2025-08-28 03:38:48.935471
case_51,Pay invoice,Pedro Alvares,2025-08-28 02:14:48.935471,2025-08-28 03:35:48.935471,2025-08-28 03:46:48.935471
case_70,Amend Request for Quotation Requester,Immanuel Karagianni,2025-08-28 02:39:48.935471,2025-08-28 03:42:48.935471,2025-08-28 03:53:48.935471
case_58,Analyze Request for Quotation,Magdalena Predutta,2025-08-23 06:09:48.935471,2025-08-28 03:42:48.935471,2025-08-28 04:02:48.935471
case_25,Settle dispute with supplier Financial Manager,Pedro Alvares,2025-08-28 00:59:48.935471,2025-08-28 03:47:48.935471,2025-08-28 04:08:48.935471
case_71,Amend Request for Quotation Requester,Esmana Liubiata,2025-08-28 01:41:48.935471,2025-08-28 04:17:48.935471,2025-08-28 04:26:48.935471
case_12,Authorize Supplier's Invoice payment,Karalda Nimwada,2025-08-27 23:45:48.935471,2025-08-28 04:24:48.935471,2025-08-28 04:24:48.935471
case_25,Authorize Supplier's Invoice payment,Pedro Alvares,2025-08-28 04:08:48.935471,2025-08-28 04:34:48.935471,2025-08-28 04:34:48.935471
case_68,Analyze Request for Quotation,Magdalena Predutta,2025-08-27 10:20:48.935471,2025-08-28 05:01:48.935471,2025-08-28 05:23:48.935471
case_25,Pay invoice,Pedro Alvares,2025-08-28 04:34:48.935471,2025-08-28 05:05:48.935471,2025-08-28 05:17:48.935471
case_64,Settle conditions with supplier,Magdalena Predutta,2025-08-27 03:47:48.935471,2025-08-28 05:09:48.935471,2025-08-28 15:42:48.935471
case_68,Amend Request for Quotation Requester,Nico Ojenbeer,2025-08-28 05:23:48.935471,2025-08-28 05:43:48.935471,2025-08-28 05:50:48.935471
case_70,Analyze Request for Quotation,Francois de Perrier,2025-08-28 03:53:48.935471,2025-08-28 05:43:48.935471,2025-08-28 06:08:48.935471
case_78,Create Purchase Requisition,Alberto Duport,2025-08-28 06:00:48.935471,2025-08-28 06:00:48.935471,2025-08-28 07:19:48.935471
case_12,Pay invoice,Karalda Nimwada,2025-08-28 04:24:48.935471,2025-08-28 06:17:48.935471,2025-08-28 06:27:48.935471
case_67,Create Quotation comparison Map,Magdalena Predutta,2025-08-27 12:38:48.935471,2025-08-28 06:18:48.935471,2025-08-28 06:45:48.935471
case_53,Confirm Purchase Order,Carmen Finacse,2025-08-24 10:52:48.935471,2025-08-28 06:37:48.935471,2025-08-28 07:11:48.935471
case_58,Amend Request for Quotation Requester,Fjodor Kowalski,2025-08-28 04:02:48.935471,2025-08-28 07:13:48.935471,2025-08-28 07:25:48.935471
case_69,Confirm Purchase Order,Kiu Kan,2025-08-28 03:38:48.935471,2025-08-28 07:25:48.935471,2025-08-28 07:46:48.935471
case_66,Analyze Request for Quotation,Magdalena Predutta,2025-08-26 19:14:48.935471,2025-08-28 07:48:48.935471,2025-08-28 08:00:48.935471
case_47,Deliver Goods Services,Kiu Kan,2025-08-28 01:07:48.935471,2025-08-28 08:16:48.935471,2025-08-28 16:49:48.935471
case_67,Analyze Quotation comparison Map,Esmana Liubiata,2025-08-28 06:45:48.935471,2025-08-28 08:28:48.935471,2025-08-28 08:53:48.935471
case_77,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2025-08-28 02:33:48.935471,2025-08-28 08:55:48.935471,2025-08-28 08:55:48.935471
case_71,Analyze Request for Quotation,Karel de Groot,2025-08-28 04:26:48.935471,2025-08-28 09:08:48.935471,2025-08-28 09:25:48.935471
case_71,Send Request for Quotation to Supplier,Francois de Perrier,2025-08-28 09:25:48.935471,2025-08-28 09:42:48.935471,2025-08-28 10:09:48.935471
case_76,Amend Request for Quotation Requester,Alberto Duport,2025-08-28 03:12:48.935471,2025-08-28 10:43:48.935471,2025-08-28 10:57:48.935471
case_67,Choose best option,Alberto Duport,2025-08-28 08:53:48.935471,2025-08-28 10:57:48.935471,2025-08-28 10:57:48.935471
case_62,Create Quotation comparison Map,Francois de Perrier,2025-08-26 19:32:48.935471,2025-08-28 12:42:48.935471,2025-08-28 14:31:48.935471
case_68,Analyze Request for Quotation,Magdalena Predutta,2025-08-28 05:50:48.935471,2025-08-28 12:58:48.935471,2025-08-28 14:13:48.935471
case_60,Create Purchase Order,Karel de Groot,2025-08-27 13:07:48.935471,2025-08-28 13:43:48.935471,2025-08-28 13:51:48.935471
